ArticleId,Text,Category
1091,smart search lets art fans browse if you don t know art but know what you like  new search technology could prove a useful gateway to painting.  artgarden  developed by bt s research unit  is being tested by the tate as a new way of browsing its online collection of paintings. rather than search by the name of an artist or painting  users are shown a selection of pictures. clicking on their favourite will change the gallery in front of them to a selection of similar works.  the technology uses a system dubbed smart serendipity  which is a combination of artificial intelligence and random selection. it  chooses  a selection of pictures  by scoring paintings based on a selection of keywords associated with them. so  for instance a whistler painting of a bridge may have the obvious keywords such as bridge and whistler associated to it but will also widen the search net with terms such as aesthetic movement  19th century and water. a variety of paintings will then be shown to the user  based partly on the keywords and partly on luck.  it is much more akin to wandering through the gallery   said jemima rellie  head of the tate s digital programme. for richard tateson  who worked on the artgarden project  the need for a new way to search grew out of personal frustration.  i went to an online clothes store to find something to buy my wife for christmas but i didn t have a clue what i wanted   he said. the text-based search was restricted to looking either by type of garment or designer  neither of which he found helpful. he ended up doing his present shopping on the high street instead.  he thinks the dominance of text-based searching is not necessarily appealing to the majority of online shoppers. similarly  with art  browsing is often more important than finding a particular object.  you don t arrive at tate britain and tell people what you want to see. one of the skills of showing off the collection is to introduce people to things they wouldn t have asked for   he said. the tate is committed to making its art more accessible and technology such as artgarden can help with that  said ms rellie. she hopes the technology can be incorporated on to the website in the near future. bt research is looking at extending the technology to other searching  such as for music and films.,tech
1818,baron kinnock makes lords debut former labour leader neil kinnock has officially been made a life peer during a ceremony in the house of lords.  he will be known baron kinnock of bedwellty - after his former constituency. lord kinnock - who led labour from 1983 until 1992 - was until recently one of britain s eu commissioners. a former critic of the house of lords  he has said he will use the upper house to advocate its reform and to talk on issues like higher education.  i accepted the kind invitation to enter the house of lords as a working peer for practical political reasons   he said when his peerage was first announced.  it is a good base for campaigning on national issues like education  sustainable transport  industrial change and the ageing society and global concerns  particularly poverty and oppression.  during his induction into the upper house  lord kinnock was accompanied by lords leader baroness amos and baroness royall of blaisdon  a former aide to the ex-labour leader. it has been a long journey for the new lord kinnock from his earliest days as a rebellious youngster in the south wales valleys. born in 1942 in tredegar to a miner father and nurse mother  he attended lewis boys  school in nearby pengam  known then as the  eton of the valleys . from there he went to cardiff university  where he met his future wife glenys  now a labour mep.  after a brief career as a tutor for the workers  educational association  he became an mp at the age of just 28 for his home seat of bedwellty (later islwyn). he gained a reputation as a left-wing firebrand  voting against his own labour government s spending cuts proposals in 1975  and later rejecting a junior post in james callaghan s administration. but he joined the shadow cabinet in 1980  and after labour s heavy defeat in the 1983 he was elected leader. he took on the far-left militant tendency and began the long process of returning his party to the centre ground. he was not expected to win the 1987 election  when margaret thatcher was still riding high  but was bitterly disappointed to lose the next one in 1992 to john major  and stepped down. he remained an mp until 1995  when he resigned to become european commission for transport. four years later he became vice-president of the european commission  with responsibility for internal reform. as he assumes the title of lord kinnock  he has also become chairman of the british council  which promotes the uk s reputation for arts  science and education.,politics
1117,stormy year for property insurers a string of storms  typhoons and earthquakes has made 2004 the most expensive year on record for property insurers  according to swiss re.  the world s second biggest insurer said disasters around the globe have seen property claims reach $42bn (£21.5bn).  2004 reinforces the trend towards higher losses   said swiss re. tightly packed populations in the areas involved in natural and man-made disasters were to partly to blame for the rise in claims  it said. some 95% of insurance claims were for natural catastrophes  with the rest attributed to made-made events.  the largest claims came from the us  which was struck by four hurricanes  and japan  which suffered the highest concentration of typhoons for decades plus a major earthquake.  europe suffered fewer natural disasters  but 191 people were killed and more than 2 000 injured in march after the terrorist attack on train stations in madrid. the damages claimed in 2004 eclipsed previous years  including 2001 when the 11 september attacks pushed claims up to $37bn. swiss re said it had registered about 300 natural and man-made disasters around the world in 2004. twenty-one thousand people lost their lives in the catastrophes with a cost to the global economy of around $105bn (£54bn).,business
79,o driscoll out of scotland game ireland captain brian o driscoll has been ruled out of saturday s rbs six nations clash against scotland.  o driscoll was originally named in the starting line-up but has failed to recover from the hamstring injury he picked up in the win over italy. his replacement will be named after training on friday morning. fellow centre gordon d arcy is also struggling with a hamstring injury and he will undergo a fitness test on friday to see if he can play.  kevin maggs would be an obvious replacement at centre while shane horgan could also be moved from wing. ulster wing tommy bowe could also be asked to travel with the squad to scotland as a precautionary measure. the only other change to the ireland side sees wasps flanker johnny o connor replacing denis leamy. o connor will be winning his third cap after making his debut in the victory over south africa last november.  : murphy  horgan  tbc  d arcy  hickie  o gara  stringer  corrigan  byrne  hayes  o kelly  o connell  s easterby  o connor  foley.  : sheahan  horan  o callaghan  miller  g easterby  humphreys  dempsey.,sport
1499,man city 0-2 man utd manchester united reduced chelsea s premiership lead to nine points after a scrappy victory over manchester city.  wayne rooney met gary neville s cross to the near post with a low shot  which went in via a deflection off richard dunne  to put united ahead. seven minutes later  the unfortunate dunne hooked a volley over david james  head and into his own net. steve mcmanaman wasted city s best chance when he shot wide from three yards in the first half. in the opening 45 minutes united had looked unlikely to earn the win they needed to maintain any chance of catching chelsea in the title race. their approach play was more laboured than patient and they managed to fashion just one chance - a paul scholes header over the bar. and city seemed to be content to sit back and try and hit their rivals on the break as the game settled into a tepid pattern. only shaun wright-phillips appeared capable of interrupting the monotony  looking lively down the right and causing gabriel heinze problems.  wes brown also found wright-phillips to be a difficult opponent when the tricky winger embarrassed him near the touchline. wright-phillips  sublime skill and pace took him past brown and he delivered a pin-point centre to the feet of mcmanaman. but the former liverpool player demonstrated why he has never scored against united by side-footing the easy chance wide. john o shea was forced off after an earlier clash with sylvain distin and cristiano ronaldo came on to replace him. he immediately caused ben thatcher some discomfort and looked set to inject some much-needed pace into the united attack. rooney was being well marshalled by dunne - but that was all about to change. after the break  united poured forward and there was a renewed urgency about their play. and when neville delivered a cross in a carbon copy of city s best first-half chance  rooney showed mcmanaman how to do it - even if he needed the help of dunne s leg. worse was to come for dunne  who had been having a fine match. on 75 minutes  he scored a horrible own goal when attempting to volley clear rooney s cross and united seemed home and dry. however  city did fight back and fowler missed another great chance from close range. and united keeper roy carroll saved well from kiki musampa. but united could have a had a third late on when substitute ryan giggs hit the post.  - manchester city boss kevin keegan:  we had a great chance to take the lead and the first goal was always going to be crucial.  we started off with a good tempo but then we allowed them to dictate the pace a bit too much.  but we still had four good chances  two after we d gone 2-0 down  the one mcmanaman missed was very similar to the one wayne rooney scored from.    - manchester united boss sir alex ferguson:  it wasn t our best performance of the last three months but i think we re deserved winners.  at times  especially in the first half  we didn t play with enough speed. but with (cristiano) ronaldo and (ryan) giggs on  the speed improved.  derby games can be like that  they can be scrappy  dull  horrible and it was maybe like that.  man city: james  mills (bradley wright-phillips 83)  dunne  distin  thatcher  shaun wright-phillips  barton (macken 68)  sibierski  mcmanaman  musampa  fowler. subs not used: weaver  onuoha  flood. booked: fowler  sibierski. man utd: carroll  gary neville  ferdinand  brown  heinze  o shea (ronaldo 33)  keane  fortune  fletcher (giggs 64)  rooney  scholes (phil neville 84). subs not used: howard  bellion. booked: rooney  scholes  keane. goals: rooney 68  dunne 75 og. att: 47 111 ref: s bennett (kent).,sport
90,bank set to leave rates on hold uk interest rates are set to remain on hold at 4.75% following the latest meeting of the bank of england.  the bank s rate-setting committee has put up rates five times in the past year but rates have been on hold since september amid signs of a slowdown. economic growth slowed in the previous quarter  as manufacturing output fell  while consumer confidence has slipped. there is also growing evidence that the previously booming uk housing market is now cooling.  house prices fell 0.4% in october  according to the nationwide  their biggest monthly fall since february 2001. last month  bank of england governor mervyn king said that the economy had hit a  softer patch  after rapid economic growth in the first half of 2004. richard jeffrey  chief economist at bridgewell securities  said it was very unlikely that the bank of england would put rates up again this time around.  there have been sufficient signs in the economy of a slowdown to stay the bank of england s hand   he told bbc radio 4 s today programme. however  mr jeffrey said he believed the slowdown in economic activity was temporary and it was dangerous to assume that rates had peaked.  i still think interest rates are going up   he said.  we are not out of the woods.,business
1809,dal maso in to replace bergamasco david dal maso has been handed the task of replacing the injured mauro bergamasco at flanker in italy s team to face scotland on saturday.  alessandro troncon continues at scrum-half despite the return to fitness of paul griffen. the experienced cristian stoica is recalled at centre at the expense of walter pozzebon.  we are going to scotland for the first away win and nothing else   said manager marco bollesan.  i really believe this is the team who will have all our faith for saturday s game.  we lost a player like mauro bergamasco who has been important for us  but (coach) john (kirwan) has put together the best team at present  if not ever.  r de marigny (parma); mirco bergamasco (stade francais)  c stoica (montpellier)  a masi (viadana)  l nitoglia (calvisano); l orquera (padova)  a troncon (treviso); a lo cicero (l aquilla)  f ongaro (treviso)  m castrogiovanni (calvisano)  s dellape (agen)  m bortolami (narbonne  capt)  a persico (agen)  d dal maso (treviso)  s parisse (treviso).  g intoppa (calvisano)  s perugini (calvisano)  ca del fava (parma)  s orlando (treviso)  p griffen (calvisano)  r pedrazzi (viadana)  k robertson (viadana).,sport
2081,howard unveils tory asylum plans tory plans to cut immigration to the uk are not racist and will make the asylum system fairer for genuine refugees  michael howard has said.  as his party set out detailed asylum reform plans  mr howard said they would help smash people smuggling gangs. there would be an annual limit on asylum and all claims would be processed overseas. some charities say the plans would put refugees  lives at risk if they were turned away once quotas were filled.  tony blair said labour would set out workable plans for tackling immigration abuse in the next few weeks and attacked the tory plans.  by cutting the number of front-line immigration staff at our borders  they will actually make the problem worse   said mr blair. liberal democrat chairman matthew taylor said there needed to be a quick  fair and firm asylum system. but he said it was  absolutely disgusting  to propose a system which could turn away genuine refugees. the conservatives say there is little risk of this happening as demand for asylum will be considered when quotas are set.  in a speech in london on monday  mr howard said:  it s not racist  as some people to claim  to talk about controlling immigration far from it.  he said that coming from an immigrant family himself he recognised that  firm but fair  immigration controls were essential for good community relations.    - withdrawing from the 1951 united nations convention on refugees  which obliges countries to accept people being persecuted on the basis of need  not numbers   - introduce laws to allow the immediate removal of asylum seekers whose claims were clearly unfounded because they came from safe countries or had destroyed documents   - detain asylum seekers without documents so people whose identity was not known were not able to move freely around the uk - a worry for  national security    - stop considering asylum applications inside the uk and instead take people from united nations refugee agency camps. anyone applying for asylum would be taken to new centres close to their countries of origin.     the tories also want quotas for those seeking work permits through an australian-style points system and those wanting to join families in the uk.  mr howard said nearly 160 000 people were settling in the uk every year - the size of a city like peterborough. the plans would help achieve a  substantial reduction  in immigration  he said  although he could not predict a figure. he said that only two out of 10 asylum seekers had their claims accepted under the current  unfair and inhumane  system.   we need to break the link between arriving in britain and claiming asylum   mr howard said.  by breaking that link we can smash the criminal gangs at the heart of the trade in people smuggling.   but the un refugees agency is worried the policy sends the wrong message to poorer countries which receive the bulk of refugees. and a spokesman for european justice and home affairs commissioner franco frattini said the plans would contravene eu asylum policy  which meant the uk could not simply refuse to hear an asylum case. refugee council chief executive maeve sherlock called the plans  dangerous  ill thought-out and hugely irresponsible . lives could be put at risk if refugees were turned away once the quotas were filled  she warned. commission for racial equality chairman trevor phillips said asylum applications were down 40% and economic migration down about 10%.  he did not think mr howard intended to centre the debate about race. but he warned that some campaigners could use his words to hint the policy was about keeping out people of a different colour or culture. mr howard called that suggestion  disgraceful .,politics
264,ten-year tragedy of missing manic richey edwards  guitarist and lyricist for the manic street preachers  vanished 10 years ago  on 1 february 1995. his disappearance remains one of the most tragic mysteries in rock music.  for his devoted fans  richey edwards was an inspired and inspiring poet  a man who articulated their desperation and despair  who shouted the things most kept hidden. the manic street preachers may only have become stadium-conquering rock giants since his disappearance - but edwards was the figurehead for their first  dangerous and dazzling incarnation. edwards did not feature in the original line-up of the band  though. singer/guitarist james dean bradfield  bassist nicky wire and drummer sean moore were originally accompanied by a rhythm guitarist called flicker. but edwards replaced flicker in time for the band s self-financed debut  suicide alley  after designing the record s artwork.  after becoming a full-time member  edwards became a critical part of the band  writing lyrics and playing guitar - though in many concerts  he was not actually plugged in. but the fiercely intelligent edwards - who name-checked writers such as sylvia plath  george orwell and philip larkin - battled depression  alcohol problems  eating disorders  and self-harm. by the time the band released their third album  the holy bible  in october 1994  edwards had been admitted to hospital with depression. but in his last interview a few months later  seemed to be making plans for the future.  edwards walks out of the embassy hotel in london in the early morning  ahead of the band s us tour to promote the holy bible. in the following days  police issue a missing person alert and his parents  graham and sherry  plead for their son to let them know he is safe and well.  police discover edwards  car in a car park near the severn bridge near bristol - a notorious suicide spot. the discovery leads many to believe he has killed himself. the rest of the band stop touring and recording.  the band play their first concerts since edwards  disappearance as a trio  performing support slots for the stone roses on their uk stadium tour.  the manic street preachers release their first music since edwards  disappearance. a design for life reaches number two in the uk singles chart. the album everything must go follows.  the manics win best band and best album for everything must go at the brit awards.  a fan says she saw edwards in the hippy resort of goa  india. interpol are alerted but do not track him down.  graham and sherry edwards fly to the spanish island of fuerteventura six weeks after reports a man fitting their son s description has been seen in a bar called underground. the report comes to nothing.  edwards  sister rachel makes an emotional tv appeal five years after the disappearance.  i d just like to say to him if he is able to listen that we do love him very much and we d like him to come back - me  mum and dad   she said.  the band play a concert in the cuban capital  havana - the first contemporary western rock band to play there.  on the seventh anniversary of his disappearance  police offer edwards  parents the opportunity to sign a death certificate. they refuse. the big issue magazine  which supports homelessness charities  prints the last known picture of edwards in a fresh plea for information.  a pair of trainers containing human bones washed up on the banks of the river severn have no link to edwards  police say.  the last song written by edwards - a song called judge y self  which was to have been used for the judge dredd film soundtrack - is released on the b-side compilation lipstick traces. a skeleton found by the river severn is not edwards  tests reveal.  the manics  seventh studio album  lifeblood  features a song dedicated to edwards called cardiff afterlife.  the remaining manic street preachers members continue to pay a quarter of the band s royalties into an account held in his name.,entertainment
1017,brookside actress keaveney dies actress anna keaveney  who appeared in brookside  my family and a touch of frost  has died of lung cancer aged 55.  keaveney  who played brookside s marie jackson when the channel 4 soap began in 1982  died on saturday. born in runcorn  cheshire  she also starred in numerous films including 1989 s shirley valentine. she played nellie in mike leigh s latest film vera drake  which won the golden lion prize for best film at this year s venice film festival.  and most recently she appeared alongside richard wilson in itv s king of fridges and with martin clunes in doc martin. other tv appearances included the part of matron in itv drama footballers  wives and a cameo role as tom farrell s mother sheila in bbc comedy gimme gimme gimme. keaveney s career also included stage performances in neaptide for the national theatre  private lives and the rise and fall of little voice. the actress died in hospital. her agent barry brown said:  anna was due to have had another operation on friday but unfortunately she was too weak.,entertainment
1104,poll idols  face first hurdles vote for me - itv1 s pop idol style talent contest for would-be politicians - finally hits our screens this week.  over the next four days  hundreds of potential candidates will be whittled down by a panel of experts and public vote. the winner will then be encouraged to stand as an independent at the next general election  which is expected in the spring. but opinion is divided on whether any of the potential candidates unearthed so far have got what it takes to make it in politics.  any of them would make competent mps   former independent mp martin bell insisted on bbc radio 4 s today programme.  mr bell  who will be offering his advice to the contestants on wednesday  argues that westminster has its share of  odd balls  and the show will engage ordinary voters.  if it gets more people voting and more people interested in politics there is no harm in that   he said. but sir bernard ingham  margaret thatcher s former press secretary  took a less charitable view  accusing the programme of  corrupting politics .  he said the producers would not achieve their aim of re-engaging voters  with that bunch of nutters . to give sir bernard his dues  monday evening s opening episode did attract more than a smattering of eccentrics and self-publicists. among those chancing their arm were a druid priest and a former porn star  who insisted on removing her top to make her point about the legalisation of brothels. among the more eccentric policy proposals was a public holiday on bruce forsyth s birthday and bill oddie for prime minister. the show follows the time-honoured pop idol format  with queues of nervous hopefuls and a panel of three experts judging their performance.  the contestants were given 60 seconds to present their manifestos. then the final 25 were tested on their lobbying ability. they were then cross-examined by the panel  which was chaired by ex-itn political editor john sergeant  with television host lorraine kelly taking the nicki chapman role. but the real star of the show is kelvin mackenzie  in the simon cowell  mr nasty seat.  the former sun editor dispensed a stream of well-crafted insults and one-liners. his advice for one young contestant was to  get a haircut and a brain transplant . wheelchair user kevin donnellon was asked:  why on earth do you want our elected representatives to be disabled    don t you care about the inuit    implored guitar-toting environmental campaigner barry lim.  i don t care about them. i care about myself and when the sun s shining i think - fantastic   replied mr mackenzie.  mr lim later reduced the panel to fits of giggles as he outlined his plan to make people do community service instead of paying taxes.  when the prime minister turns to the chancellor and says how much have we got in the coffers mr brown  he says well  prime minister  bad news  all the houses in britain have been painted but actually nobody has paid any tax   observed mr mackenzie.  that was an total disaster. i just couldn t seem to think of things to say   a crestfallen mr lim confided in the show s presenter  jonathan maitland. irfan hanif  a 25-year-old doctor from bolton  made a good impression  even if he was a little thrown by mr mackenzie s suggestion that instead of being treated by the nhs  young drunks should  given a good beating  and left to die. dominic carman - son of late libel lawyer george carman - was voted through to the final 25  on a platform of cutting defence spending to boost education. opinion was more divided over rodney hylton-potts  a 59-year-old convicted fraudster. mr mackenzie thought the smooth-talking former solicitor - with a hardline on crime and immigration - deserved a chance to progress.  he could join the rest of the crooks in the houses of parliament.  but ms kelly said she  would not trust him as far as she could throw him . the series continues throughout the week  with the public given the chance to evict one prospective mp every night. itv will not fund the election campaign for the eventual winner  but the publicity could give the winner a flying start over other candidates.,politics
949,saudi ncci s shares soar shares in saudi arabia s national company for cooperative insurance (ncci) soared on their first day of trading in riyadh.  they were trading 84% above the offer price on monday  changing hands at 372 riyals ($99; £53) after topping 400 early in the day. demand for the insurer s debut shares was strong - 12 times what was on sale. the listing was part of the country s plans to open up its insurance market and boost demand in the sector. deregulation is expected to boost demand for accident and damage cover.  previously  only ncci has been legally allowed to offer insurance products within saudi arabia. however  the authorities have turned a blind eye to the many other firms selling insurance. saudi arabia now wants a fully functioning insurance industry and is introducing legislation that will clamp down on unauthorised companies. policy-makers also want to make having insurance more of a requirement  but first have to take steps to boost public confidence in the system  analysts said. as a result  ncci is being developed as the industry s flagship firm - publicly-listed  with audited accounts. saudi arabia sold 7 million ncci shares  or about 70% of the company s total capital last month. more than 800 000 applicants got 9 shares each for 205 riyals apiece.,business
988,john peel replacement show begins the permanent replacement for late dj john peel s bbc radio 1 show goes on air on tuesday  with three hosts chosen to fill the legendary presenter s slot.  rock dj huw stephens will go on air in the 2300 slot every tuesday  with black music champion ras kwame on wednesdays and dance dj rob da bank on thursdays. rob da bank filled in after peel had a heart attack aged 65 in october. all three will play  diverse  unpredictable and non-commercial  songs under the banner of the onemusic show.  radio 1 said the station was not trying to replace peel  but would rise to the  challenge  of  keeping his legacy alive  with unpredictable music. the three djs were chosen for their  in-depth musical knowledge across a variety of musical genres   the station said.  rob da bank is one of the hosts of the blue room  an early morning weekend show which plays electronic and dance music. huw stephens has been one half of the thursday night show bethan and huw in wales  which explores new music  especially up-and-coming acts in wales. and ras kwame is host of 100% homegrown on radio 1 s digital station 1xtra  dedicated to showcasing the best hip-hop and garage. another change to the station line-up will see sara cox return after maternity leave. she will host the lunchtime show on saturdays from this week.  good luck to all three of them  not one dj could fill peels boots so it s probably a good idea to get them all contributing. this time next year i hope we are saying how well these djs have done  but i fear this time next year we will really realise how much john peel will be forever missed.  very good idea to continue the legacy without attempting to replace john peel. also  there will surely be a wider spectrum for international music as three top radio djs unite under the one world name. congratulations!  the whole glory of john peel was the fact he was not commited to one genre. he played what he liked across the range of music.... this is not going to be the same  and all they seem to be doing is what they already have. bring back steve lamacq.  the obvious heir to john peel is the marvellous  wonderful and talented claire kember from totallyradio.com. this lady is young and fresh and is one of the most knowledgeable and likeable people in british broadcasting today. everyone who listens to her show understands and compares her to the ledgendary john peel. bbc radio should seek out the real talent from internet radio stations  people who are making a real impact on the world of music and the world in general.,entertainment
1981,t-mobile bets on  pocket office  t-mobile has launched its latest  pocket office  third-generation (3g) device which also has built-in wi-fi - high-speed wireless net access.  unlike other devices where the user has to check which high-speed network is available to transfer data  the device selects the fastest one itself. the mda iv  released in the summer  is an upgrade to the company s existing smartphone  the 2.5g/wi-fi mda iii. it reflects the push by mobile firms for devices that are like mini laptops. the device has a display that can be swivelled and angled so it can be used like a small computer  or as a conventional clamshell phone. the microsoft mobile phone  with two cameras and a qwerty keyboard  reflects the design of similar all-in-one models released this year  such as motorola s mpx.  one in five european workers are already mobile - meaning they spend significant time travelling and out of the office   rene obermann  t-mobile s chief executive  told a press conference at the 3gsm trade show in cannes. he added:  what they need is their office when they are out of the office.  t-mobile said it was seeing increasing take up for what it calls  office in a pocket  devices  with 100 000 mdas sold in europe already.  in response to demand  t-mobile also said it would be adding the latest phone-shaped blackberry to its mobile range. reflecting the growing need to be connected outside the office  it announced it would introduce a flat-fee £20 ($38) a month wi-fi tariff for people in the uk using its wi-fi hotspots. it said it would nearly double the number of its hotspots - places where wi-fi access is available - globally from 12 300 to 20 000.  it also announced it was installing high-speed wi-fi on certain train services  such as the uk s london to brighton service  to provide commuters a fast net connection too. the service  which has been developed with southern trains  nomad digital (who provide the technology)  begins with a free trial on 16 trains on the route from early march to the end of april. a full service is set to follow in the summer. wi-fi access points will be connected to a wimax wireless network - faster than wi-fi - running alongside the train tracks. brian mcbride  managing director of t-mobile in the uk  said:  we see a growing trend for business users needing to access e-mail securely on the move.   we are able to offer this by maintaining a constant data session for the entire journey.  he said this was something other similar in-train wi-fi services  such as that offered on gner trains  did not offer yet. mr obermann added that the mobile industry in general was still growing  with many more opportunities for more services which would bear fruit for mobile companies in future. thousands of mobile industry experts are gathered in cannes  france  for the 3gsm which runs from 14 to 17 february.,tech
135,dollar hovers around record lows the us dollar hovered close to record lows against the euro on friday as concern grows about the size of the us budget deficit.  analysts predict that the dollar will remain weak in 2005 as investors worry about the state of the us economy. the bush administration s apparent unwillingness to intervene to support the dollar has caused further concern. however  trading has been volatile over the past week because of technical and automated trading and light demand. this has amplified reactions to news  analysts said  adding that they expect markets to become less jumpy in january.  the dollar was trading at $1.3652 versus the euro on friday morning after hitting a fresh record low of $1.3667 on thursday. one dollar bought 102.55 yen.  disappointing business figures from chicago triggered the us currency s weakness on thursday. the national association of purchasing management-chicago said its manufacturing index dropped to 61.2  a bigger fall than expected.  there are no dollar buyers now  especially after the chicago data yesterday   said abn amro s paul mackel. at the same time  german chancellor gerhard schroeder and italian prime minister silvio berlusconi voiced concerns about the strength of the euro. mr berlusconi said the euro s strength was  absolutely worrying  for italian exports. mr schroeder said in a newspaper article that stability in foreign exchange markets required a correction of global economic imbalances. investors will now look towards february s meeting of finance ministers from the g7 industrialised nations in london for clues as to whether central banks will combine forces to stem the dollar s decline.,business
1294,spector facing more legal action music producer phil spector is facing legal action from the mother of the actress he has been accused of killing.  donna clarkson  whose daughter lana was found dead in mr spector s home in february 2003  is seeking unspecified damages in a civil action. the legal action accuses mr spector of murdering the actress at his la home. mr spector is currently free on $1m (£535 000) bail and is awaiting trial. the 64-year-old has denied the killing  saying her death was accidental.  ms clarkson s legal action  filed in los angeles superior court  also accuses mr spector of negligence and battery  alleging he  grabbed  hit  fought with and restrained  lana clarkson before shooting her to death. her lawyers said in a statement:  the clarkson family had hoped that there would be some resolution with regard to the criminal proceedings before moving forward with the civil action.  however  ms clarkson and her family understand that the fair administration of justice takes time and in light of the numerous changes mr spector has made in his legal defence team over the last two years  ms clarkson was forced to file the action before (the statute of limitations expired) on 3 february 2005.  mr spector  known for his work with the beatles  has claimed that lana clarkson committed suicide. his lawyers  led by bruce cutler  have vowed to prove him innocent at trial.  mr cutler said:  phil did not cause the death of this woman  he s not criminally responsible and he s not civilly responsible either.  but i m not surprised they filed a suit for money  that seems to be de rigueur nowadays.  a los angeles superior court judge is expected to set a trial date later this month for spector  who was indicted on murder charges in september. roderick lindblom  one of ms clarkson s lawyers  said:  our intent is to let the criminal proceedings go forward and not do anything that would interfere with the prosecution.,entertainment
447,broadband challenges tv viewing the number of europeans with broadband has exploded over the past 12 months  with the web eating into tv viewing habits  research suggests.  just over 54 million people are hooked up to the net via broadband  up from 34 million a year ago  according to market analysts nielsen/netratings. the total number of people online in europe has broken the 100 million mark. the popularity of the net has meant that many are turning away from tv  say analysts jupiter research. it found that a quarter of web users said they spent less time watching tv in favour of the net  the report by nielsen/netratings found that the number of people with fast internet access had risen by 60% over the past year.  the biggest jump was in italy  where it rose by 120%. britain was close behind  with broadband users almost doubling in a year. the growth has been fuelled by lower prices and a wider choice of always-on  fast-net subscription plans.  twelve months ago high speed internet users made up just over one third of the audience in europe; now they are more than 50% and we expect this number to keep growing   said gabrielle prior  nielsen/netratings analyst.  as the number of high-speed surfers grows  websites will need to adapt  update and enhance their content to retain their visitors and encourage new ones.  the total number of europeans online rose by 12% to 100 million over the past year  the report showed  with the biggest rise in france  italy  britain and germany.  the ability to browse web pages at high speed  download files such as music or films and play online games is changing what people do in their spare time.  a study by analysts jupiter research suggested that broadband was challenging television viewing habits. in homes with broadband  40% said they were spending less time watching tv. the threat to tv was greatest in countries where broadband was on the up  in particular the uk  france and spain  said the report. it said tv companies faced a major long-term threat over the next five years  with broadband predicted to grow from 19% to 37% of households by 2009.  year-on-year we are continuing to see a seismic shift in where  when and how europe s population consume media for information and entertainment and this has big implications for tv  newspaper and radio   said jupiter research analyst olivier beauvillian.,tech
1004,microsoft releases bumper patches microsoft has warned pc users to update their systems with the latest security fixes for flaws in windows programs.  in its monthly security bulletin  it flagged up eight  critical  security holes which could leave pcs open to attack if left unpatched. the number of holes considered  critical  is more than usual. they affect windows programs  including internet explorer (ie)  media player and instant messaging. four other important fixes were also released. these were considered to be less critical  however. if not updated  either automatically or manually  pc users running the programs could be vulnerable to viruses or other malicious attacks designed to exploit the holes. many of the flaws could be used by virus writers to take over computers remotely  install programs  change  and delete or see data.  one of the critical patches microsoft has made available is an important one that fixes some ie flaws. stephen toulouse  a microsoft security manager  said the flaws were known about  and although the firm had not seen any attacks exploiting the flaw  he did not rule them out. often  when a critical flaw is announced  spates of viruses follow because home users and businesses leave the flaw unpatched. a further patch fixes a hole in media player  windows messenger and msn messenger which an attacker could use to take control of unprotected machines through .png files. microsoft announces any vulnerabilities in its software every month. the most important ones are those which are classed as  critical . its latest releases came the week that the company announced it was to buy security software maker sybari software as part of microsoft s plans to make its own security programs.,tech
21,security warning over  fbi virus  the us federal bureau of investigation is warning that a computer virus is being spread via e-mails that purport to be from the fbi.  the e-mails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites. the messages warn that their internet use has been monitored by the fbi s internet fraud complaint center. an attachment in the e-mail contains the virus  the fbi said. the message asks recipients to click on the attachment and answer some questions about their internet use. but rather than being a questionnaire  the attachment contains a virus that infects the recipient s computer  according to the agency. it is not clear what the virus does once it has infected a computer. users are warned never to open attachment from unsolicited e-mails or from people they do not know.   recipients of this or similar solicitations should know that the fbi does not engage in the practice of sending unsolicited e-mails to the public in this manner   the fbi said in a statement. the bureau is investigating the phoney e-mails. the agency earlier this month shut down fbi.gov accounts  used to communicate with the public  because of a security breach. a spokeswoman said the two incidents appear to be unrelated.,tech
2004,mild winter drives us oil down 6% us oil prices have fallen by 6%  driven down by forecasts of a mild winter in the densely populated northeast.  light crude oil futures fell $2.86 to $41.32 a barrel on the new york mercantile exchange (nymex)  and have now lost $4 in five days. nonetheless  us crude is still 30% more expensive than at the beginning of 2004  boosted by growing demand and bottlenecks at refineries. traders ignored the possible effects of asia s tidal waves on global supplies.  instead  the focus is now on us consumption  which is heavily influenced in the short term by the weather.  with the revised milder temperatures... i m more inclined to think we ll push lower and test the $40-40.25 range   said john brady of abn amro.  the market definitely feels to be on the defensive.  statistics released last week showed that stockpiles of oil products in the us had risen  an indication that severe supply disruptions may not arise this winter  barring any serious incident. oil prices have broken records in 2004  topping $50 a barrel at one point  driven up by a welter of worries about unrest in iraq and saudi arabia  rising demand and supply bottlenecks. london s international petroleum exchange remained closed for the christmas holiday.,business
